,L,A,B,LAB,HEX
342,60,-75.1875,-56.859375,"[60.0, -75.1875, -56.859375]",#00b2f4
343,60,-70.1875,-56.859375,"[60.0, -70.1875, -56.859375]",#00b1f4
344,60,-65.1875,-56.859375,"[60.0, -65.1875, -56.859375]",#00b0f4
345,60,-60.1875,-56.859375,"[60.0, -60.1875, -56.859375]",#00aef4
346,60,-55.1875,-56.859375,"[60.0, -55.1875, -56.859375]",#00adf4
347,60,-50.1875,-56.859375,"[60.0, -50.1875, -56.859375]",#00abf4
348,60,-45.1875,-56.859375,"[60.0, -45.1875, -56.859375]",#00a9f4
349,60,-40.1875,-56.859375,"[60.0, -40.1875, -56.859375]",#00a8f4
350,60,-35.1875,-56.859375,"[60.0, -35.1875, -56.859375]",#00a6f4
351,60,-30.1875,-56.859375,"[60.0, -30.1875, -56.859375]",#00a4f4
352,60,-25.1875,-56.859375,"[60.0, -25.1875, -56.859375]",#00a2f4
353,60,-20.1875,-56.859375,"[60.0, -20.1875, -56.859375]",#00a0f5
354,60,-15.1875,-56.859375,"[60.0, -15.1875, -56.859375]",#009ef5
355,60,-10.1875,-56.859375,"[60.0, -10.1875, -56.859375]",#009bf5
356,60,-5.1875,-56.859375,"[60.0, -5.1875, -56.859375]",#0099f5
357,60,-0.1875,-56.859375,"[60.0, -0.1875, -56.859375]",#0096f5
358,60,4.8125,-56.859375,"[60.0, 4.8125, -56.859375]",#2994f5
359,60,9.8125,-56.859375,"[60.0, 9.8125, -56.859375]",#4891f5
360,60,14.8125,-56.859375,"[60.0, 14.8125, -56.859375]",#5c8ef5
361,60,19.8125,-56.859375,"[60.0, 19.8125, -56.859375]",#6c8af5
362,60,24.8125,-56.859375,"[60.0, 24.8125, -56.859375]",#7a87f5
363,60,29.8125,-56.859375,"[60.0, 29.8125, -56.859375]",#8783f5
364,60,34.8125,-56.859375,"[60.0, 34.8125, -56.859375]",#9380f5
365,60,39.8125,-56.859375,"[60.0, 39.8125, -56.859375]",#9e7bf6
366,60,44.8125,-56.859375,"[60.0, 44.8125, -56.859375]",#a877f6
367,60,49.8125,-56.859375,"[60.0, 49.8125, -56.859375]",#b172f6
368,60,54.8125,-56.859375,"[60.0, 54.8125, -56.859375]",#bb6df6
369,60,59.8125,-56.859375,"[60.0, 59.8125, -56.859375]",#c467f6
370,60,64.8125,-56.859375,"[60.0, 64.8125, -56.859375]",#cc61f6
371,60,69.8125,-56.859375,"[60.0, 69.8125, -56.859375]",#d55af6
372,60,74.8125,-56.859375,"[60.0, 74.8125, -56.859375]",#dd52f6
373,60,79.8125,-56.859375,"[60.0, 79.8125, -56.859375]",#e549f6
374,60,-85.1875,-51.859375,"[60.0, -85.1875, -51.859375]",#00b4eb
375,60,-80.1875,-51.859375,"[60.0, -80.1875, -51.859375]",#00b3eb
376,60,-75.1875,-51.859375,"[60.0, -75.1875, -51.859375]",#00b2eb
377,60,-70.1875,-51.859375,"[60.0, -70.1875, -51.859375]",#00b0eb
378,60,-65.1875,-51.859375,"[60.0, -65.1875, -51.859375]",#00afeb
379,60,-60.1875,-51.859375,"[60.0, -60.1875, -51.859375]",#00aeeb
380,60,-55.1875,-51.859375,"[60.0, -55.1875, -51.859375]",#00aceb
381,60,-50.1875,-51.859375,"[60.0, -50.1875, -51.859375]",#00abeb
382,60,-45.1875,-51.859375,"[60.0, -45.1875, -51.859375]",#00a9eb
383,60,-40.1875,-51.859375,"[60.0, -40.1875, -51.859375]",#00a7eb
384,60,-35.1875,-51.859375,"[60.0, -35.1875, -51.859375]",#00a5eb
385,60,-30.1875,-51.859375,"[60.0, -30.1875, -51.859375]",#00a3eb
386,60,-25.1875,-51.859375,"[60.0, -25.1875, -51.859375]",#00a1eb
387,60,-20.1875,-51.859375,"[60.0, -20.1875, -51.859375]",#009fec
388,60,-15.1875,-51.859375,"[60.0, -15.1875, -51.859375]",#009dec
389,60,-10.1875,-51.859375,"[60.0, -10.1875, -51.859375]",#009bec
390,60,-5.1875,-51.859375,"[60.0, -5.1875, -51.859375]",#0098ec
391,60,-0.1875,-51.859375,"[60.0, -0.1875, -51.859375]",#2496ec
392,60,4.8125,-51.859375,"[60.0, 4.8125, -51.859375]",#4493ec
393,60,9.8125,-51.859375,"[60.0, 9.8125, -51.859375]",#5990ec
394,60,14.8125,-51.859375,"[60.0, 14.8125, -51.859375]",#698dec
395,60,19.8125,-51.859375,"[60.0, 19.8125, -51.859375]",#778aec
396,60,24.8125,-51.859375,"[60.0, 24.8125, -51.859375]",#8486ec
397,60,29.8125,-51.859375,"[60.0, 29.8125, -51.859375]",#9083ec
398,60,34.8125,-51.859375,"[60.0, 34.8125, -51.859375]",#9a7fed
399,60,39.8125,-51.859375,"[60.0, 39.8125, -51.859375]",#a57bed
400,60,44.8125,-51.859375,"[60.0, 44.8125, -51.859375]",#ae76ed
401,60,49.8125,-51.859375,"[60.0, 49.8125, -51.859375]",#b871ed
402,60,54.8125,-51.859375,"[60.0, 54.8125, -51.859375]",#c16ced
403,60,59.8125,-51.859375,"[60.0, 59.8125, -51.859375]",#c966ed
404,60,64.8125,-51.859375,"[60.0, 64.8125, -51.859375]",#d260ed
405,60,69.8125,-51.859375,"[60.0, 69.8125, -51.859375]",#da59ed
406,60,74.8125,-51.859375,"[60.0, 74.8125, -51.859375]",#e251ed
407,60,79.8125,-51.859375,"[60.0, 79.8125, -51.859375]",#e947ee
408,60,-85.1875,-46.859375,"[60.0, -85.1875, -46.859375]",#00b4e2
409,60,-80.1875,-46.859375,"[60.0, -80.1875, -46.859375]",#00b2e2
410,60,-75.1875,-46.859375,"[60.0, -75.1875, -46.859375]",#00b1e2
411,60,-70.1875,-46.859375,"[60.0, -70.1875, -46.859375]",#00b0e2
412,60,-65.1875,-46.859375,"[60.0, -65.1875, -46.859375]",#00afe2
413,60,-60.1875,-46.859375,"[60.0, -60.1875, -46.859375]",#00ade2
414,60,-55.1875,-46.859375,"[60.0, -55.1875, -46.859375]",#00ace2
415,60,-50.1875,-46.859375,"[60.0, -50.1875, -46.859375]",#00aae2
416,60,-45.1875,-46.859375,"[60.0, -45.1875, -46.859375]",#00a8e2
417,60,-40.1875,-46.859375,"[60.0, -40.1875, -46.859375]",#00a7e2
418,60,-35.1875,-46.859375,"[60.0, -35.1875, -46.859375]",#00a5e2
419,60,-30.1875,-46.859375,"[60.0, -30.1875, -46.859375]",#00a3e2
420,60,-25.1875,-46.859375,"[60.0, -25.1875, -46.859375]",#00a1e3
421,60,-20.1875,-46.859375,"[60.0, -20.1875, -46.859375]",#009fe3
422,60,-15.1875,-46.859375,"[60.0, -15.1875, -46.859375]",#009ce3
423,60,-10.1875,-46.859375,"[60.0, -10.1875, -46.859375]",#009ae3
424,60,-5.1875,-46.859375,"[60.0, -5.1875, -46.859375]",#1c98e3
425,60,-0.1875,-46.859375,"[60.0, -0.1875, -46.859375]",#3f95e3
426,60,4.8125,-46.859375,"[60.0, 4.8125, -46.859375]",#5592e3
427,60,9.8125,-46.859375,"[60.0, 9.8125, -46.859375]",#668fe3
428,60,14.8125,-46.859375,"[60.0, 14.8125, -46.859375]",#748ce3
429,60,19.8125,-46.859375,"[60.0, 19.8125, -46.859375]",#8189e3
430,60,24.8125,-46.859375,"[60.0, 24.8125, -46.859375]",#8c86e3
431,60,29.8125,-46.859375,"[60.0, 29.8125, -46.859375]",#9782e4
432,60,34.8125,-46.859375,"[60.0, 34.8125, -46.859375]",#a17ee4
433,60,39.8125,-46.859375,"[60.0, 39.8125, -46.859375]",#ab7ae4
434,60,44.8125,-46.859375,"[60.0, 44.8125, -46.859375]",#b475e4
435,60,49.8125,-46.859375,"[60.0, 49.8125, -46.859375]",#bd70e4
436,60,54.8125,-46.859375,"[60.0, 54.8125, -46.859375]",#c66be4
437,60,59.8125,-46.859375,"[60.0, 59.8125, -46.859375]",#ce65e4
438,60,64.8125,-46.859375,"[60.0, 64.8125, -46.859375]",#d65fe4
439,60,69.8125,-46.859375,"[60.0, 69.8125, -46.859375]",#de58e4
440,60,74.8125,-46.859375,"[60.0, 74.8125, -46.859375]",#e650e5
441,60,79.8125,-46.859375,"[60.0, 79.8125, -46.859375]",#ee46e5
442,60,-85.1875,-41.859375,"[60.0, -85.1875, -41.859375]",#00b3d9
443,60,-80.1875,-41.859375,"[60.0, -80.1875, -41.859375]",#00b2d9
444,60,-75.1875,-41.859375,"[60.0, -75.1875, -41.859375]",#00b1d9
445,60,-70.1875,-41.859375,"[60.0, -70.1875, -41.859375]",#00afd9
446,60,-65.1875,-41.859375,"[60.0, -65.1875, -41.859375]",#00aed9
447,60,-60.1875,-41.859375,"[60.0, -60.1875, -41.859375]",#00add9
448,60,-55.1875,-41.859375,"[60.0, -55.1875, -41.859375]",#00abd9
449,60,-50.1875,-41.859375,"[60.0, -50.1875, -41.859375]",#00aad9
450,60,-45.1875,-41.859375,"[60.0, -45.1875, -41.859375]",#00a8d9
451,60,-40.1875,-41.859375,"[60.0, -40.1875, -41.859375]",#00a6d9
452,60,-35.1875,-41.859375,"[60.0, -35.1875, -41.859375]",#00a4d9
453,60,-30.1875,-41.859375,"[60.0, -30.1875, -41.859375]",#00a2d9
454,60,-25.1875,-41.859375,"[60.0, -25.1875, -41.859375]",#00a0da
455,60,-20.1875,-41.859375,"[60.0, -20.1875, -41.859375]",#009eda
456,60,-15.1875,-41.859375,"[60.0, -15.1875, -41.859375]",#009cda
457,60,-10.1875,-41.859375,"[60.0, -10.1875, -41.859375]",#0f9ada
458,60,-5.1875,-41.859375,"[60.0, -5.1875, -41.859375]",#3a97da
459,60,-0.1875,-41.859375,"[60.0, -0.1875, -41.859375]",#5194da
460,60,4.8125,-41.859375,"[60.0, 4.8125, -41.859375]",#6292da
461,60,9.8125,-41.859375,"[60.0, 9.8125, -41.859375]",#708fda
462,60,14.8125,-41.859375,"[60.0, 14.8125, -41.859375]",#7d8cda
463,60,19.8125,-41.859375,"[60.0, 19.8125, -41.859375]",#8988da
464,60,24.8125,-41.859375,"[60.0, 24.8125, -41.859375]",#9485db
465,60,29.8125,-41.859375,"[60.0, 29.8125, -41.859375]",#9e81db
466,60,34.8125,-41.859375,"[60.0, 34.8125, -41.859375]",#a87ddb
467,60,39.8125,-41.859375,"[60.0, 39.8125, -41.859375]",#b179db
468,60,44.8125,-41.859375,"[60.0, 44.8125, -41.859375]",#ba74db
469,60,49.8125,-41.859375,"[60.0, 49.8125, -41.859375]",#c270db
470,60,54.8125,-41.859375,"[60.0, 54.8125, -41.859375]",#cb6adb
471,60,59.8125,-41.859375,"[60.0, 59.8125, -41.859375]",#d364db
472,60,64.8125,-41.859375,"[60.0, 64.8125, -41.859375]",#db5edb
473,60,69.8125,-41.859375,"[60.0, 69.8125, -41.859375]",#e257dc
474,60,74.8125,-41.859375,"[60.0, 74.8125, -41.859375]",#ea4edc
475,60,79.8125,-41.859375,"[60.0, 79.8125, -41.859375]",#f144dc
476,60,-85.1875,-36.859375,"[60.0, -85.1875, -36.859375]",#00b3d0
477,60,-80.1875,-36.859375,"[60.0, -80.1875, -36.859375]",#00b2d0
478,60,-75.1875,-36.859375,"[60.0, -75.1875, -36.859375]",#00b0d0
479,60,-70.1875,-36.859375,"[60.0, -70.1875, -36.859375]",#00afd0
480,60,-65.1875,-36.859375,"[60.0, -65.1875, -36.859375]",#00aed0
481,60,-60.1875,-36.859375,"[60.0, -60.1875, -36.859375]",#00acd0
482,60,-55.1875,-36.859375,"[60.0, -55.1875, -36.859375]",#00abd0
483,60,-50.1875,-36.859375,"[60.0, -50.1875, -36.859375]",#00a9d0
484,60,-45.1875,-36.859375,"[60.0, -45.1875, -36.859375]",#00a7d0
485,60,-40.1875,-36.859375,"[60.0, -40.1875, -36.859375]",#00a6d0
486,60,-35.1875,-36.859375,"[60.0, -35.1875, -36.859375]",#00a4d1
487,60,-30.1875,-36.859375,"[60.0, -30.1875, -36.859375]",#00a2d1
488,60,-25.1875,-36.859375,"[60.0, -25.1875, -36.859375]",#00a0d1
489,60,-20.1875,-36.859375,"[60.0, -20.1875, -36.859375]",#009ed1
490,60,-15.1875,-36.859375,"[60.0, -15.1875, -36.859375]",#009bd1
491,60,-10.1875,-36.859375,"[60.0, -10.1875, -36.859375]",#3499d1
492,60,-5.1875,-36.859375,"[60.0, -5.1875, -36.859375]",#4c97d1
493,60,-0.1875,-36.859375,"[60.0, -0.1875, -36.859375]",#5e94d1
494,60,4.8125,-36.859375,"[60.0, 4.8125, -36.859375]",#6d91d1
495,60,9.8125,-36.859375,"[60.0, 9.8125, -36.859375]",#7a8ed1
496,60,14.8125,-36.859375,"[60.0, 14.8125, -36.859375]",#858bd1
497,60,19.8125,-36.859375,"[60.0, 19.8125, -36.859375]",#9088d2
498,60,24.8125,-36.859375,"[60.0, 24.8125, -36.859375]",#9a84d2
499,60,29.8125,-36.859375,"[60.0, 29.8125, -36.859375]",#a481d2
500,60,34.8125,-36.859375,"[60.0, 34.8125, -36.859375]",#ad7dd2
501,60,39.8125,-36.859375,"[60.0, 39.8125, -36.859375]",#b678d2
502,60,44.8125,-36.859375,"[60.0, 44.8125, -36.859375]",#bf74d2
503,60,49.8125,-36.859375,"[60.0, 49.8125, -36.859375]",#c76fd2
504,60,54.8125,-36.859375,"[60.0, 54.8125, -36.859375]",#cf69d2
505,60,59.8125,-36.859375,"[60.0, 59.8125, -36.859375]",#d763d3
506,60,64.8125,-36.859375,"[60.0, 64.8125, -36.859375]",#df5dd3
507,60,69.8125,-36.859375,"[60.0, 69.8125, -36.859375]",#e655d3
508,60,74.8125,-36.859375,"[60.0, 74.8125, -36.859375]",#ee4dd3
509,60,79.8125,-36.859375,"[60.0, 79.8125, -36.859375]",#f543d3
510,60,-85.1875,-31.859375,"[60.0, -85.1875, -31.859375]",#00b2c7
511,60,-80.1875,-31.859375,"[60.0, -80.1875, -31.859375]",#00b1c7
512,60,-75.1875,-31.859375,"[60.0, -75.1875, -31.859375]",#00b0c7
513,60,-70.1875,-31.859375,"[60.0, -70.1875, -31.859375]",#00afc7
514,60,-65.1875,-31.859375,"[60.0, -65.1875, -31.859375]",#00adc7
515,60,-60.1875,-31.859375,"[60.0, -60.1875, -31.859375]",#00acc7
516,60,-55.1875,-31.859375,"[60.0, -55.1875, -31.859375]",#00aac7
517,60,-50.1875,-31.859375,"[60.0, -50.1875, -31.859375]",#00a9c7
518,60,-45.1875,-31.859375,"[60.0, -45.1875, -31.859375]",#00a7c7
519,60,-40.1875,-31.859375,"[60.0, -40.1875, -31.859375]",#00a5c8
520,60,-35.1875,-31.859375,"[60.0, -35.1875, -31.859375]",#00a3c8
521,60,-30.1875,-31.859375,"[60.0, -30.1875, -31.859375]",#00a1c8
522,60,-25.1875,-31.859375,"[60.0, -25.1875, -31.859375]",#009fc8
523,60,-20.1875,-31.859375,"[60.0, -20.1875, -31.859375]",#009dc8
524,60,-15.1875,-31.859375,"[60.0, -15.1875, -31.859375]",#2c9bc8
525,60,-10.1875,-31.859375,"[60.0, -10.1875, -31.859375]",#4799c8
526,60,-5.1875,-31.859375,"[60.0, -5.1875, -31.859375]",#5996c8
527,60,-0.1875,-31.859375,"[60.0, -0.1875, -31.859375]",#6893c8
528,60,4.8125,-31.859375,"[60.0, 4.8125, -31.859375]",#7591c8
529,60,9.8125,-31.859375,"[60.0, 9.8125, -31.859375]",#818ec8
530,60,14.8125,-31.859375,"[60.0, 14.8125, -31.859375]",#8c8bc9
531,60,19.8125,-31.859375,"[60.0, 19.8125, -31.859375]",#9787c9
532,60,24.8125,-31.859375,"[60.0, 24.8125, -31.859375]",#a084c9
533,60,29.8125,-31.859375,"[60.0, 29.8125, -31.859375]",#a980c9
534,60,34.8125,-31.859375,"[60.0, 34.8125, -31.859375]",#b27cc9
535,60,39.8125,-31.859375,"[60.0, 39.8125, -31.859375]",#bb78c9
536,60,44.8125,-31.859375,"[60.0, 44.8125, -31.859375]",#c373c9
537,60,49.8125,-31.859375,"[60.0, 49.8125, -31.859375]",#cb6ec9
538,60,54.8125,-31.859375,"[60.0, 54.8125, -31.859375]",#d369ca
539,60,59.8125,-31.859375,"[60.0, 59.8125, -31.859375]",#db63ca
540,60,64.8125,-31.859375,"[60.0, 64.8125, -31.859375]",#e25cca
541,60,69.8125,-31.859375,"[60.0, 69.8125, -31.859375]",#ea54ca
542,60,74.8125,-31.859375,"[60.0, 74.8125, -31.859375]",#f14cca
543,60,79.8125,-31.859375,"[60.0, 79.8125, -31.859375]",#f842ca
544,60,-85.1875,-26.859375,"[60.0, -85.1875, -26.859375]",#00b2be
545,60,-80.1875,-26.859375,"[60.0, -80.1875, -26.859375]",#00b1be
546,60,-75.1875,-26.859375,"[60.0, -75.1875, -26.859375]",#00afbe
547,60,-70.1875,-26.859375,"[60.0, -70.1875, -26.859375]",#00aebe
548,60,-65.1875,-26.859375,"[60.0, -65.1875, -26.859375]",#00adbe
549,60,-60.1875,-26.859375,"[60.0, -60.1875, -26.859375]",#00abbe
550,60,-55.1875,-26.859375,"[60.0, -55.1875, -26.859375]",#00aabe
551,60,-50.1875,-26.859375,"[60.0, -50.1875, -26.859375]",#00a8bf
552,60,-45.1875,-26.859375,"[60.0, -45.1875, -26.859375]",#00a7bf
553,60,-40.1875,-26.859375,"[60.0, -40.1875, -26.859375]",#00a5bf
554,60,-35.1875,-26.859375,"[60.0, -35.1875, -26.859375]",#00a3bf
555,60,-30.1875,-26.859375,"[60.0, -30.1875, -26.859375]",#00a1bf
556,60,-25.1875,-26.859375,"[60.0, -25.1875, -26.859375]",#009fbf
557,60,-20.1875,-26.859375,"[60.0, -20.1875, -26.859375]",#229dbf
558,60,-15.1875,-26.859375,"[60.0, -15.1875, -26.859375]",#409abf
559,60,-10.1875,-26.859375,"[60.0, -10.1875, -26.859375]",#5498bf
560,60,-5.1875,-26.859375,"[60.0, -5.1875, -26.859375]",#6496bf
561,60,-0.1875,-26.859375,"[60.0, -0.1875, -26.859375]",#7193bf
562,60,4.8125,-26.859375,"[60.0, 4.8125, -26.859375]",#7d90c0
563,60,9.8125,-26.859375,"[60.0, 9.8125, -26.859375]",#888dc0
564,60,14.8125,-26.859375,"[60.0, 14.8125, -26.859375]",#938ac0
565,60,19.8125,-26.859375,"[60.0, 19.8125, -26.859375]",#9c87c0
566,60,24.8125,-26.859375,"[60.0, 24.8125, -26.859375]",#a683c0
567,60,29.8125,-26.859375,"[60.0, 29.8125, -26.859375]",#ae7fc0
568,60,34.8125,-26.859375,"[60.0, 34.8125, -26.859375]",#b77bc0
569,60,39.8125,-26.859375,"[60.0, 39.8125, -26.859375]",#bf77c0
570,60,44.8125,-26.859375,"[60.0, 44.8125, -26.859375]",#c772c1
571,60,49.8125,-26.859375,"[60.0, 49.8125, -26.859375]",#cf6dc1
572,60,54.8125,-26.859375,"[60.0, 54.8125, -26.859375]",#d768c1
573,60,59.8125,-26.859375,"[60.0, 59.8125, -26.859375]",#de62c1
574,60,64.8125,-26.859375,"[60.0, 64.8125, -26.859375]",#e65bc1
575,60,69.8125,-26.859375,"[60.0, 69.8125, -26.859375]",#ed53c1
576,60,74.8125,-26.859375,"[60.0, 74.8125, -26.859375]",#f44bc2
577,60,79.8125,-26.859375,"[60.0, 79.8125, -26.859375]",#fb40c2
578,60,-85.1875,-21.859375,"[60.0, -85.1875, -21.859375]",#00b2b5
579,60,-80.1875,-21.859375,"[60.0, -80.1875, -21.859375]",#00b0b5
580,60,-75.1875,-21.859375,"[60.0, -75.1875, -21.859375]",#00afb5
581,60,-70.1875,-21.859375,"[60.0, -70.1875, -21.859375]",#00aeb5
582,60,-65.1875,-21.859375,"[60.0, -65.1875, -21.859375]",#00acb5
583,60,-60.1875,-21.859375,"[60.0, -60.1875, -21.859375]",#00abb6
584,60,-55.1875,-21.859375,"[60.0, -55.1875, -21.859375]",#00a9b6
585,60,-50.1875,-21.859375,"[60.0, -50.1875, -21.859375]",#00a8b6
586,60,-45.1875,-21.859375,"[60.0, -45.1875, -21.859375]",#00a6b6
587,60,-40.1875,-21.859375,"[60.0, -40.1875, -21.859375]",#00a4b6
588,60,-35.1875,-21.859375,"[60.0, -35.1875, -21.859375]",#00a2b6
589,60,-30.1875,-21.859375,"[60.0, -30.1875, -21.859375]",#00a0b6
590,60,-25.1875,-21.859375,"[60.0, -25.1875, -21.859375]",#139eb6
591,60,-20.1875,-21.859375,"[60.0, -20.1875, -21.859375]",#399cb6
592,60,-15.1875,-21.859375,"[60.0, -15.1875, -21.859375]",#4e9ab6
593,60,-10.1875,-21.859375,"[60.0, -10.1875, -21.859375]",#5e98b6
594,60,-5.1875,-21.859375,"[60.0, -5.1875, -21.859375]",#6c95b7
595,60,-0.1875,-21.859375,"[60.0, -0.1875, -21.859375]",#7992b7
596,60,4.8125,-21.859375,"[60.0, 4.8125, -21.859375]",#8490b7
597,60,9.8125,-21.859375,"[60.0, 9.8125, -21.859375]",#8e8db7
598,60,14.8125,-21.859375,"[60.0, 14.8125, -21.859375]",#9889b7
599,60,19.8125,-21.859375,"[60.0, 19.8125, -21.859375]",#a186b7
600,60,24.8125,-21.859375,"[60.0, 24.8125, -21.859375]",#aa83b7
601,60,29.8125,-21.859375,"[60.0, 29.8125, -21.859375]",#b37fb7
602,60,34.8125,-21.859375,"[60.0, 34.8125, -21.859375]",#bb7bb8
603,60,39.8125,-21.859375,"[60.0, 39.8125, -21.859375]",#c376b8
604,60,44.8125,-21.859375,"[60.0, 44.8125, -21.859375]",#cb72b8
605,60,49.8125,-21.859375,"[60.0, 49.8125, -21.859375]",#d36db8
606,60,54.8125,-21.859375,"[60.0, 54.8125, -21.859375]",#da67b8
607,60,59.8125,-21.859375,"[60.0, 59.8125, -21.859375]",#e261b8
608,60,64.8125,-21.859375,"[60.0, 64.8125, -21.859375]",#e95ab9
609,60,69.8125,-21.859375,"[60.0, 69.8125, -21.859375]",#f052b9
610,60,74.8125,-21.859375,"[60.0, 74.8125, -21.859375]",#f74ab9
611,60,79.8125,-21.859375,"[60.0, 79.8125, -21.859375]",#fe3fb9
612,60,-85.1875,-16.859375,"[60.0, -85.1875, -16.859375]",#00b1ac
613,60,-80.1875,-16.859375,"[60.0, -80.1875, -16.859375]",#00b0ac
614,60,-75.1875,-16.859375,"[60.0, -75.1875, -16.859375]",#00afac
615,60,-70.1875,-16.859375,"[60.0, -70.1875, -16.859375]",#00adad
616,60,-65.1875,-16.859375,"[60.0, -65.1875, -16.859375]",#00acad
617,60,-60.1875,-16.859375,"[60.0, -60.1875, -16.859375]",#00abad
618,60,-55.1875,-16.859375,"[60.0, -55.1875, -16.859375]",#00a9ad
619,60,-50.1875,-16.859375,"[60.0, -50.1875, -16.859375]",#00a7ad
620,60,-45.1875,-16.859375,"[60.0, -45.1875, -16.859375]",#00a6ad
621,60,-40.1875,-16.859375,"[60.0, -40.1875, -16.859375]",#00a4ad
622,60,-35.1875,-16.859375,"[60.0, -35.1875, -16.859375]",#00a2ad
623,60,-30.1875,-16.859375,"[60.0, -30.1875, -16.859375]",#00a0ad
624,60,-25.1875,-16.859375,"[60.0, -25.1875, -16.859375]",#309ead
625,60,-20.1875,-16.859375,"[60.0, -20.1875, -16.859375]",#489cad
626,60,-15.1875,-16.859375,"[60.0, -15.1875, -16.859375]",#599aae
627,60,-10.1875,-16.859375,"[60.0, -10.1875, -16.859375]",#6797ae
628,60,-5.1875,-16.859375,"[60.0, -5.1875, -16.859375]",#7495ae
629,60,-0.1875,-16.859375,"[60.0, -0.1875, -16.859375]",#7f92ae
630,60,4.8125,-16.859375,"[60.0, 4.8125, -16.859375]",#8a8fae
631,60,9.8125,-16.859375,"[60.0, 9.8125, -16.859375]",#948cae
632,60,14.8125,-16.859375,"[60.0, 14.8125, -16.859375]",#9d89ae
633,60,19.8125,-16.859375,"[60.0, 19.8125, -16.859375]",#a686ae
634,60,24.8125,-16.859375,"[60.0, 24.8125, -16.859375]",#af82af
635,60,29.8125,-16.859375,"[60.0, 29.8125, -16.859375]",#b77eaf
636,60,34.8125,-16.859375,"[60.0, 34.8125, -16.859375]",#bf7aaf
637,60,39.8125,-16.859375,"[60.0, 39.8125, -16.859375]",#c776af
638,60,44.8125,-16.859375,"[60.0, 44.8125, -16.859375]",#cf71af
639,60,49.8125,-16.859375,"[60.0, 49.8125, -16.859375]",#d66caf
640,60,54.8125,-16.859375,"[60.0, 54.8125, -16.859375]",#dd66b0
641,60,59.8125,-16.859375,"[60.0, 59.8125, -16.859375]",#e560b0
642,60,64.8125,-16.859375,"[60.0, 64.8125, -16.859375]",#ec59b0
643,60,69.8125,-16.859375,"[60.0, 69.8125, -16.859375]",#f352b0
644,60,74.8125,-16.859375,"[60.0, 74.8125, -16.859375]",#fa48b0
645,60,79.8125,-16.859375,"[60.0, 79.8125, -16.859375]",#ff3eb0
646,60,-85.1875,-11.859375,"[60.0, -85.1875, -11.859375]",#00b1a3
647,60,-80.1875,-11.859375,"[60.0, -80.1875, -11.859375]",#00b0a4
648,60,-75.1875,-11.859375,"[60.0, -75.1875, -11.859375]",#00aea4
649,60,-70.1875,-11.859375,"[60.0, -70.1875, -11.859375]",#00ada4
650,60,-65.1875,-11.859375,"[60.0, -65.1875, -11.859375]",#00aca4
651,60,-60.1875,-11.859375,"[60.0, -60.1875, -11.859375]",#00aaa4
652,60,-55.1875,-11.859375,"[60.0, -55.1875, -11.859375]",#00a9a4
653,60,-50.1875,-11.859375,"[60.0, -50.1875, -11.859375]",#00a7a4
654,60,-45.1875,-11.859375,"[60.0, -45.1875, -11.859375]",#00a5a4
655,60,-40.1875,-11.859375,"[60.0, -40.1875, -11.859375]",#00a4a4
656,60,-35.1875,-11.859375,"[60.0, -35.1875, -11.859375]",#00a2a4
657,60,-30.1875,-11.859375,"[60.0, -30.1875, -11.859375]",#24a0a4
658,60,-25.1875,-11.859375,"[60.0, -25.1875, -11.859375]",#409ea5
659,60,-20.1875,-11.859375,"[60.0, -20.1875, -11.859375]",#539ba5
660,60,-15.1875,-11.859375,"[60.0, -15.1875, -11.859375]",#6299a5
661,60,-10.1875,-11.859375,"[60.0, -10.1875, -11.859375]",#6f97a5
662,60,-5.1875,-11.859375,"[60.0, -5.1875, -11.859375]",#7a94a5
663,60,-0.1875,-11.859375,"[60.0, -0.1875, -11.859375]",#8592a5
664,60,4.8125,-11.859375,"[60.0, 4.8125, -11.859375]",#8f8fa5
665,60,9.8125,-11.859375,"[60.0, 9.8125, -11.859375]",#988ca5
666,60,14.8125,-11.859375,"[60.0, 14.8125, -11.859375]",#a189a6
667,60,19.8125,-11.859375,"[60.0, 19.8125, -11.859375]",#aa85a6
668,60,24.8125,-11.859375,"[60.0, 24.8125, -11.859375]",#b382a6
669,60,29.8125,-11.859375,"[60.0, 29.8125, -11.859375]",#bb7ea6
670,60,34.8125,-11.859375,"[60.0, 34.8125, -11.859375]",#c27aa6
671,60,39.8125,-11.859375,"[60.0, 39.8125, -11.859375]",#ca75a6
672,60,44.8125,-11.859375,"[60.0, 44.8125, -11.859375]",#d270a7
673,60,49.8125,-11.859375,"[60.0, 49.8125, -11.859375]",#d96ba7
674,60,54.8125,-11.859375,"[60.0, 54.8125, -11.859375]",#e066a7
675,60,59.8125,-11.859375,"[60.0, 59.8125, -11.859375]",#e75fa7
676,60,64.8125,-11.859375,"[60.0, 64.8125, -11.859375]",#ee59a7
677,60,69.8125,-11.859375,"[60.0, 69.8125, -11.859375]",#f551a8
678,60,74.8125,-11.859375,"[60.0, 74.8125, -11.859375]",#fc47a8
679,60,79.8125,-11.859375,"[60.0, 79.8125, -11.859375]",#ff3ca8
680,60,-85.1875,-6.859375,"[60.0, -85.1875, -6.859375]",#00b19b
681,60,-80.1875,-6.859375,"[60.0, -80.1875, -6.859375]",#00af9b
682,60,-75.1875,-6.859375,"[60.0, -75.1875, -6.859375]",#00ae9b
