,row 1,row 2,row 3,row 4,row 5,row 6,row 7,row 8,row 9,row 10,row 11,row 12,row 13,row 14,row 15,row 16,row 17,row 18,row 19,row 20
bin,[0],"[0, 1]","[0, 1, 2]","[0, 1, 2, 3]","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100]"
bin_width,[1000],"[195, 805]","[195, 58, 747]","[195, 58, 307, 440]","[195, 58, 307, 174, 266]","[195, 58, 83, 223, 174, 266]","[87, 108, 58, 83, 223, 174, 266]","[87, 108, 58, 83, 223, 174, 130, 136]","[87, 61, 47, 58, 83, 223, 174, 130, 136]","[87, 61, 47, 58, 83, 90, 133, 174, 130, 136]","[87, 61, 47, 58, 83, 90, 133, 174, 130, 45, 91]","[87, 61, 12, 35, 31, 13, 14, 61, 22, 90, 34, 99, 69, 38, 25, 42, 46, 84, 45, 50, 40]","[40, 47, 24, 37, 12, 35, 31, 13, 14, 61, 8, 14, 38, 18, 34, 34, 99, 13, 23, 33, 38, 25, 28, 14, 46, 84, 16, 29, 50, 12, 28]","[40, 13, 34, 24, 10, 27, 12, 17, 5, 14, 31, 13, 14, 61, 8, 14, 38, 18, 11, 24, 22, 13, 40, 59, 13, 23, 33, 18, 20, 25, 28, 14, 46, 84, 16, 12, 18, 50, 12, 13, 15]","[7, 33, 13, 34, 24, 10, 27, 12, 17, 5, 14, 31, 13, 7, 7, 27, 34, 8, 14, 28, 10, 18, 11, 10, 14, 22, 13, 40, 24, 35, 13, 23, 12, 21, 18, 20, 25, 28, 5, 9, 46, 24, 27, 33, 16, 12, 18, 50, 12, 13, 15]","[7, 33, 13, 34, 24, 10, 8, 19, 12, 17, 5, 14, 31, 13, 7, 7, 19, 8, 3, 31, 8, 14, 28, 10, 18, 11, 10, 14, 22, 13, 18, 23, 24, 35, 13, 12, 11, 12, 21, 18, 20, 11, 9, 5, 28, 5, 9, 28, 19, 24, 27, 33, 4, 12, 12, 18, 13, 37, 12, 13, 15]","[7, 33, 13, 34, 24, 10, 8, 19, 5, 7, 17, 5, 14, 8, 22, 13, 7, 7, 19, 8, 3, 31, 8, 7, 7, 28, 10, 10, 8, 11, 10, 14, 22, 13, 18, 23, 24, 14, 21, 13, 12, 11, 12, 14, 7, 18, 10, 10, 11, 9, 5, 11, 17, 5, 9, 28, 19, 24, 27, 33, 4, 12, 12, 3, 15, 13, 37, 12, 13, 2, 13]","[7, 33, 13, 34, 13, 10, 10, 8, 19, 5, 7, 17, 5, 14, 8, 22, 13, 7, 7, 19, 8, 3, 31, 8, 7, 7, 28, 10, 10, 8, 11, 10, 14, 22, 6, 6, 18, 23, 13, 11, 14, 21, 2, 11, 12, 11, 12, 14, 2, 5, 18, 10, 10, 11, 9, 5, 11, 17, 5, 9, 28, 2, 17, 8, 16, 27, 11, 22, 4, 12, 12, 3, 15, 13, 13, 25, 12, 13, 2, 7, 6]","[7, 9, 24, 13, 9, 25, 13, 10, 10, 8, 19, 5, 7, 5, 11, 5, 5, 2, 7, 8, 22, 13, 7, 7, 19, 8, 3, 31, 8, 7, 7, 12, 16, 3, 7, 10, 8, 11, 10, 14, 3, 19, 6, 6, 18, 23, 13, 11, 14, 21, 2, 11, 12, 6, 5, 12, 14, 2, 5, 18, 10, 10, 11, 9, 5, 11, 17, 5, 9, 28, 2, 17, 8, 16, 27, 11, 22, 4, 12, 12, 3, 2, 12, 13, 13, 25, 12, 13, 2, 7, 6]","[7, 9, 24, 13, 9, 25, 13, 10, 10, 8, 19, 5, 7, 5, 11, 5, 5, 2, 7, 8, 6, 17, 13, 7, 2, 5, 19, 8, 3, 4, 27, 8, 7, 5, 2, 12, 16, 3, 7, 10, 8, 11, 10, 7, 7, 3, 19, 6, 6, 18, 23, 13, 11, 14, 7, 13, 2, 11, 12, 6, 5, 12, 14, 2, 5, 5, 13, 10, 10, 11, 9, 5, 11, 13, 5, 5, 9, 28, 2, 17, 8, 16, 4, 22, 11, 22, 4, 12, 12, 3, 2, 12, 13, 13, 25, 8, 4, 13, 2, 7, 6]"
cum_bin_width,[0],"[0, 195]","[0, 195, 253]","[0, 195, 253, 560]","[0, 195, 253, 560, 734]","[0, 195, 253, 336, 559, 733]","[0, 87, 195, 253, 336, 559, 733]","[0, 87, 195, 253, 336, 559, 733, 863]","[0, 87, 148, 195, 253, 336, 559, 733, 863]","[0, 87, 148, 195, 253, 336, 426, 559, 733, 863]","[0, 87, 148, 195, 253, 336, 426, 559, 733, 863, 908]","[0, 87, 148, 160, 195, 226, 239, 253, 314, 336, 426, 460, 559, 628, 666, 691, 733, 779, 863, 908, 958]","[0, 40, 87, 111, 148, 160, 195, 226, 239, 253, 314, 322, 336, 374, 392, 426, 460, 559, 572, 595, 628, 666, 691, 719, 733, 779, 863, 879, 908, 958, 970]","[0, 40, 53, 87, 111, 121, 148, 160, 177, 182, 196, 227, 240, 254, 315, 323, 337, 375, 393, 404, 428, 450, 463, 503, 562, 575, 598, 631, 649, 669, 694, 722, 736, 782, 866, 882, 894, 912, 962, 974, 987]","[0, 7, 40, 53, 87, 111, 121, 148, 160, 177, 182, 196, 227, 240, 247, 254, 281, 315, 323, 337, 365, 375, 393, 404, 414, 428, 450, 463, 503, 527, 562, 575, 598, 610, 631, 649, 669, 694, 722, 727, 736, 782, 806, 833, 866, 882, 894, 912, 962, 974, 987]","[0, 7, 40, 53, 87, 111, 121, 129, 148, 160, 177, 182, 196, 227, 240, 247, 254, 273, 281, 284, 315, 323, 337, 365, 375, 393, 404, 414, 428, 450, 463, 481, 504, 528, 563, 576, 588, 599, 611, 632, 650, 670, 681, 690, 695, 723, 728, 737, 765, 784, 808, 835, 868, 872, 884, 896, 914, 927, 964, 976, 989]","[0, 7, 40, 53, 87, 111, 121, 129, 148, 153, 160, 177, 182, 196, 204, 226, 239, 246, 253, 272, 280, 283, 314, 322, 329, 336, 364, 374, 384, 392, 403, 413, 427, 449, 462, 480, 503, 527, 541, 562, 575, 587, 598, 610, 624, 631, 649, 659, 669, 680, 689, 694, 705, 722, 727, 736, 764, 783, 807, 834, 867, 871, 883, 895, 898, 913, 926, 963, 975, 988, 990]","[0, 7, 40, 53, 87, 100, 110, 120, 128, 147, 152, 159, 176, 181, 195, 203, 225, 238, 245, 252, 271, 279, 282, 313, 321, 328, 335, 363, 373, 383, 391, 402, 412, 426, 448, 454, 460, 478, 501, 514, 525, 539, 560, 562, 573, 585, 596, 608, 622, 624, 629, 647, 657, 667, 678, 687, 692, 703, 720, 725, 734, 762, 764, 781, 789, 805, 832, 843, 865, 869, 881, 893, 896, 911, 924, 937, 962, 974, 987, 989, 996]","[0, 7, 16, 40, 53, 62, 87, 100, 110, 120, 128, 147, 152, 159, 164, 175, 180, 185, 187, 194, 202, 224, 237, 244, 251, 270, 278, 281, 312, 320, 327, 334, 346, 362, 365, 372, 382, 390, 401, 411, 425, 428, 447, 453, 459, 477, 500, 513, 524, 538, 559, 561, 572, 584, 590, 595, 607, 621, 623, 628, 646, 656, 666, 677, 686, 691, 702, 719, 724, 733, 761, 763, 780, 788, 804, 831, 842, 864, 868, 880, 892, 895, 897, 909, 922, 935, 960, 972, 985, 987, 994]","[0, 7, 16, 40, 53, 62, 87, 100, 110, 120, 128, 147, 152, 159, 164, 175, 180, 185, 187, 194, 202, 208, 225, 238, 245, 247, 252, 271, 279, 282, 286, 313, 321, 328, 333, 335, 347, 363, 366, 373, 383, 391, 402, 412, 419, 426, 429, 448, 454, 460, 478, 501, 514, 525, 539, 546, 559, 561, 572, 584, 590, 595, 607, 621, 623, 628, 633, 646, 656, 666, 677, 686, 691, 702, 715, 720, 725, 734, 762, 764, 781, 789, 805, 809, 831, 842, 864, 868, 880, 892, 895, 897, 909, 922, 935, 960, 968, 972, 985, 987, 994]"
ratio_width,[100.0],"[19.53, 80.47]","[19.53, 5.8, 74.68]","[19.53, 5.8, 30.66, 44.01]","[19.53, 5.8, 30.66, 17.42, 26.59]","[19.53, 5.8, 8.32, 22.34, 17.42, 26.59]","[8.71, 10.82, 5.8, 8.32, 22.34, 17.42, 26.59]","[8.71, 10.82, 5.8, 8.32, 22.34, 17.42, 13.03, 13.56]","[8.71, 6.08, 4.74, 5.8, 8.32, 22.34, 17.42, 13.03, 13.56]","[8.71, 6.08, 4.74, 5.8, 8.32, 8.99, 13.35, 17.42, 13.03, 13.56]","[8.71, 6.08, 4.74, 5.8, 8.32, 8.99, 13.35, 17.42, 13.03, 4.5, 9.06]","[8.71, 6.08, 1.19, 3.55, 3.06, 1.33, 1.4, 6.08, 2.25, 8.99, 3.44, 9.91, 6.92, 3.79, 2.53, 4.18, 4.64, 8.39, 4.5, 5.02, 4.04]","[4.04, 4.67, 2.35, 3.72, 1.19, 3.55, 3.06, 1.33, 1.4, 6.08, 0.81, 1.44, 3.79, 1.79, 3.41, 3.44, 9.91, 1.3, 2.32, 3.3, 3.79, 2.53, 2.81, 1.37, 4.64, 8.39, 1.58, 2.92, 5.02, 1.23, 2.81]","[4.04, 1.26, 3.41, 2.35, 0.98, 2.74, 1.19, 1.65, 0.49, 1.4, 3.06, 1.33, 1.4, 6.08, 0.81, 1.44, 3.79, 1.79, 1.05, 2.35, 2.18, 1.26, 4.04, 5.87, 1.3, 2.32, 3.3, 1.79, 2.0, 2.53, 2.81, 1.37, 4.64, 8.39, 1.58, 1.16, 1.76, 5.02, 1.23, 1.26, 1.55]","[0.74, 3.3, 1.26, 3.41, 2.35, 0.98, 2.74, 1.19, 1.65, 0.49, 1.4, 3.06, 1.33, 0.7, 0.7, 2.7, 3.37, 0.81, 1.44, 2.77, 1.02, 1.79, 1.05, 0.98, 1.37, 2.18, 1.26, 4.04, 2.39, 3.48, 1.3, 2.32, 1.19, 2.11, 1.79, 2.0, 2.53, 2.81, 0.49, 0.88, 4.64, 2.42, 2.67, 3.3, 1.58, 1.16, 1.76, 5.02, 1.23, 1.26, 1.55]","[0.74, 3.3, 1.26, 3.41, 2.35, 0.98, 0.81, 1.93, 1.19, 1.65, 0.49, 1.4, 3.06, 1.33, 0.7, 0.7, 1.9, 0.81, 0.32, 3.06, 0.81, 1.44, 2.77, 1.02, 1.79, 1.05, 0.98, 1.37, 2.18, 1.26, 1.76, 2.28, 2.39, 3.48, 1.3, 1.23, 1.09, 1.19, 2.11, 1.79, 2.0, 1.05, 0.95, 0.53, 2.81, 0.49, 0.88, 2.77, 1.86, 2.42, 2.67, 3.3, 0.42, 1.16, 1.16, 1.76, 1.3, 3.72, 1.23, 1.26, 1.55]","[0.74, 3.3, 1.26, 3.41, 2.35, 0.98, 0.81, 1.93, 0.49, 0.7, 1.65, 0.49, 1.4, 0.84, 2.21, 1.33, 0.7, 0.7, 1.9, 0.81, 0.32, 3.06, 0.81, 0.7, 0.74, 2.77, 1.02, 0.98, 0.81, 1.05, 0.98, 1.37, 2.18, 1.26, 1.76, 2.28, 2.39, 1.4, 2.07, 1.3, 1.23, 1.09, 1.19, 1.4, 0.7, 1.79, 0.98, 1.02, 1.05, 0.95, 0.53, 1.09, 1.72, 0.49, 0.88, 2.77, 1.86, 2.42, 2.67, 3.3, 0.42, 1.16, 1.16, 0.28, 1.48, 1.3, 3.72, 1.23, 1.26, 0.25, 1.3]","[0.74, 3.3, 1.26, 3.41, 1.33, 1.02, 0.98, 0.81, 1.93, 0.49, 0.7, 1.65, 0.49, 1.4, 0.84, 2.21, 1.33, 0.7, 0.7, 1.9, 0.81, 0.32, 3.06, 0.81, 0.7, 0.74, 2.77, 1.02, 0.98, 0.81, 1.05, 0.98, 1.37, 2.18, 0.63, 0.63, 1.76, 2.28, 1.33, 1.05, 1.4, 2.07, 0.25, 1.05, 1.23, 1.09, 1.19, 1.4, 0.21, 0.49, 1.79, 0.98, 1.02, 1.05, 0.95, 0.53, 1.09, 1.72, 0.49, 0.88, 2.77, 0.21, 1.65, 0.84, 1.58, 2.67, 1.05, 2.25, 0.42, 1.16, 1.16, 0.28, 1.48, 1.3, 1.26, 2.46, 1.23, 1.26, 0.25, 0.7, 0.6]","[0.74, 0.91, 2.39, 1.26, 0.88, 2.53, 1.33, 1.02, 0.98, 0.81, 1.93, 0.49, 0.7, 0.53, 1.12, 0.49, 0.49, 0.21, 0.7, 0.84, 2.21, 1.33, 0.7, 0.7, 1.9, 0.81, 0.32, 3.06, 0.81, 0.7, 0.74, 1.19, 1.58, 0.32, 0.7, 0.98, 0.81, 1.05, 0.98, 1.37, 0.28, 1.9, 0.63, 0.63, 1.76, 2.28, 1.33, 1.05, 1.4, 2.07, 0.25, 1.05, 1.23, 0.6, 0.49, 1.19, 1.4, 0.21, 0.49, 1.79, 0.98, 1.02, 1.05, 0.95, 0.53, 1.09, 1.72, 0.49, 0.88, 2.77, 0.21, 1.65, 0.84, 1.58, 2.67, 1.05, 2.25, 0.42, 1.16, 1.16, 0.28, 0.25, 1.23, 1.3, 1.26, 2.46, 1.23, 1.26, 0.25, 0.7, 0.6]","[0.74, 0.91, 2.39, 1.26, 0.88, 2.53, 1.33, 1.02, 0.98, 0.81, 1.93, 0.49, 0.7, 0.53, 1.12, 0.49, 0.49, 0.21, 0.7, 0.84, 0.56, 1.65, 1.33, 0.7, 0.25, 0.46, 1.9, 0.81, 0.32, 0.39, 2.67, 0.81, 0.7, 0.53, 0.21, 1.19, 1.58, 0.32, 0.7, 0.98, 0.81, 1.05, 0.98, 0.67, 0.7, 0.28, 1.9, 0.63, 0.63, 1.76, 2.28, 1.33, 1.05, 1.4, 0.74, 1.33, 0.25, 1.05, 1.23, 0.6, 0.49, 1.19, 1.4, 0.21, 0.49, 0.49, 1.3, 0.98, 1.02, 1.05, 0.95, 0.53, 1.09, 1.26, 0.46, 0.49, 0.88, 2.77, 0.21, 1.65, 0.84, 1.58, 0.42, 2.25, 1.05, 2.25, 0.42, 1.16, 1.16, 0.28, 0.25, 1.23, 1.3, 1.26, 2.46, 0.81, 0.42, 1.26, 0.25, 0.7, 0.6]"
