,row 1,row 2,row 3,row 4,row 5,row 6,row 7,row 8,row 9,row 10,row 11,row 12,row 13,row 14,row 15,row 16,row 17,row 18,row 19,row 20
bin,[0],"[0, 1]","[0, 1, 2]","[0, 1, 2, 3]","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5, 6]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100]"
bin_width,[1000],"[349, 651]","[349, 276, 375]","[349, 276, 161, 214]","[164, 185, 276, 161, 214]","[164, 185, 111, 165, 161, 214]","[164, 84, 101, 111, 165, 161, 214]","[164, 84, 101, 111, 165, 161, 53, 161]","[164, 84, 101, 111, 50, 114, 161, 53, 161]","[164, 84, 101, 111, 50, 114, 52, 109, 53, 161]","[164, 84, 101, 111, 50, 114, 52, 109, 53, 64, 97]","[84, 80, 28, 56, 50, 51, 47, 64, 50, 30, 84, 37, 15, 61, 12, 36, 53, 28, 36, 41, 56]","[84, 80, 28, 16, 40, 50, 20, 31, 47, 64, 18, 23, 10, 30, 33, 51, 37, 15, 37, 23, 12, 17, 19, 24, 29, 28, 36, 11, 30, 41, 15]","[84, 80, 18, 10, 16, 11, 29, 14, 37, 20, 14, 17, 47, 19, 44, 18, 23, 10, 30, 33, 33, 18, 37, 8, 7, 37, 23, 12, 17, 19, 24, 29, 8, 20, 17, 19, 11, 30, 41, 7, 8]","[14, 70, 26, 54, 18, 4, 6, 16, 11, 29, 14, 37, 20, 14, 2, 15, 16, 32, 19, 44, 18, 23, 10, 16, 14, 33, 33, 18, 37, 8, 7, 37, 6, 17, 12, 17, 10, 9, 24, 11, 18, 8, 20, 17, 19, 11, 11, 19, 41, 7, 8]","[14, 70, 26, 24, 29, 18, 4, 6, 16, 11, 29, 14, 8, 29, 4, 16, 14, 2, 15, 16, 32, 19, 10, 35, 18, 23, 10, 16, 14, 33, 33, 18, 28, 9, 8, 7, 12, 26, 6, 6, 11, 12, 17, 10, 9, 6, 18, 11, 18, 8, 8, 12, 17, 19, 11, 11, 19, 41, 7, 2, 6]","[14, 70, 26, 24, 29, 18, 4, 6, 16, 11, 29, 14, 8, 29, 4, 16, 14, 2, 15, 16, 32, 19, 10, 35, 4, 14, 23, 10, 16, 14, 14, 19, 33, 6, 12, 28, 6, 2, 4, 4, 4, 3, 12, 26, 6, 6, 11, 12, 17, 10, 9, 6, 18, 11, 5, 13, 8, 8, 12, 3, 14, 8, 10, 11, 11, 19, 12, 28, 7, 2, 6]","[14, 27, 43, 26, 24, 29, 7, 11, 4, 6, 6, 10, 11, 29, 14, 8, 29, 4, 8, 8, 14, 2, 15, 16, 32, 19, 10, 35, 4, 4, 9, 23, 2, 7, 16, 4, 10, 14, 19, 13, 20, 6, 12, 28, 6, 2, 4, 4, 4, 3, 12, 26, 6, 6, 4, 7, 12, 6, 11, 10, 9, 6, 18, 11, 5, 13, 8, 8, 12, 3, 14, 8, 10, 11, 11, 19, 12, 28, 7, 2, 6]","[14, 27, 43, 26, 24, 4, 26, 7, 11, 4, 6, 6, 10, 11, 10, 19, 14, 8, 29, 4, 8, 8, 14, 2, 3, 12, 16, 32, 19, 10, 35, 4, 4, 9, 10, 13, 2, 7, 16, 4, 10, 14, 10, 10, 13, 20, 6, 6, 7, 7, 21, 6, 2, 4, 4, 4, 3, 12, 26, 6, 6, 4, 7, 12, 6, 11, 10, 9, 6, 18, 11, 5, 13, 8, 8, 5, 7, 3, 14, 8, 10, 11, 11, 2, 17, 12, 4, 24, 7, 2, 6]","[7, 8, 27, 28, 15, 26, 24, 4, 26, 7, 11, 4, 6, 6, 3, 6, 11, 10, 19, 14, 8, 29, 4, 8, 8, 14, 2, 3, 12, 16, 32, 19, 10, 35, 4, 4, 9, 10, 13, 2, 7, 16, 4, 10, 14, 10, 10, 13, 20, 6, 6, 7, 7, 21, 6, 2, 4, 4, 4, 3, 12, 19, 7, 6, 6, 4, 7, 12, 6, 11, 10, 6, 3, 6, 18, 11, 5, 13, 8, 5, 3, 5, 7, 3, 14, 8, 6, 4, 6, 6, 11, 2, 6, 11, 12, 4, 24, 7, 2, 2, 4]"
cum_bin_width,[0],"[0, 349]","[0, 349, 625]","[0, 349, 625, 786]","[0, 164, 349, 625, 786]","[0, 164, 349, 460, 625, 786]","[0, 164, 248, 349, 460, 625, 786]","[0, 164, 248, 349, 460, 625, 786, 839]","[0, 164, 248, 349, 460, 510, 624, 785, 838]","[0, 164, 248, 349, 460, 510, 624, 676, 785, 838]","[0, 164, 248, 349, 460, 510, 624, 676, 785, 838, 902]","[0, 84, 164, 192, 248, 298, 349, 396, 460, 510, 540, 624, 661, 676, 737, 749, 785, 838, 866, 902, 943]","[0, 84, 164, 192, 208, 248, 298, 318, 349, 396, 460, 478, 501, 511, 541, 574, 625, 662, 677, 714, 737, 749, 766, 785, 809, 838, 866, 902, 913, 943, 984]","[0, 84, 164, 182, 192, 208, 219, 248, 262, 299, 319, 333, 350, 397, 416, 460, 478, 501, 511, 541, 574, 607, 625, 662, 670, 677, 714, 737, 749, 766, 785, 809, 838, 846, 866, 883, 902, 913, 943, 984, 991]","[0, 14, 84, 110, 164, 182, 186, 192, 208, 219, 248, 262, 299, 319, 333, 335, 350, 366, 398, 417, 461, 479, 502, 512, 528, 542, 575, 608, 626, 663, 671, 678, 715, 721, 738, 750, 767, 777, 786, 810, 821, 839, 847, 867, 884, 903, 914, 925, 944, 985, 992]","[0, 14, 84, 110, 134, 163, 181, 185, 191, 207, 218, 247, 261, 269, 298, 302, 318, 332, 334, 349, 365, 397, 416, 426, 461, 479, 502, 512, 528, 542, 575, 608, 626, 654, 663, 671, 678, 690, 716, 722, 728, 739, 751, 768, 778, 787, 793, 811, 822, 840, 848, 856, 868, 885, 904, 915, 926, 945, 986, 993, 995]","[0, 14, 84, 110, 134, 163, 181, 185, 191, 207, 218, 247, 261, 269, 298, 302, 318, 332, 334, 349, 365, 397, 416, 426, 461, 465, 479, 502, 512, 528, 542, 556, 575, 608, 614, 626, 654, 660, 662, 666, 670, 674, 677, 689, 715, 721, 727, 738, 750, 767, 777, 786, 792, 810, 821, 826, 839, 847, 855, 867, 870, 884, 892, 902, 913, 924, 943, 955, 983, 990, 992]","[0, 14, 41, 84, 110, 134, 163, 170, 181, 185, 191, 197, 207, 218, 247, 261, 269, 298, 302, 310, 318, 332, 334, 349, 365, 397, 416, 426, 461, 465, 469, 478, 501, 503, 510, 526, 530, 540, 554, 573, 586, 606, 612, 624, 652, 658, 660, 664, 668, 672, 675, 687, 713, 719, 725, 729, 736, 748, 754, 765, 775, 784, 790, 808, 819, 824, 837, 845, 853, 865, 868, 882, 890, 900, 911, 922, 941, 953, 981, 988, 990]","[0, 14, 41, 84, 110, 134, 138, 164, 171, 182, 186, 192, 198, 208, 219, 229, 248, 262, 270, 299, 303, 311, 319, 333, 335, 338, 350, 366, 398, 417, 427, 462, 466, 470, 479, 489, 502, 504, 511, 527, 531, 541, 555, 565, 575, 588, 608, 614, 620, 627, 634, 655, 661, 663, 667, 671, 675, 678, 690, 716, 722, 728, 732, 739, 751, 757, 768, 778, 787, 793, 811, 822, 827, 840, 848, 856, 861, 868, 871, 885, 893, 903, 914, 925, 927, 944, 956, 960, 984, 991, 993]","[0, 7, 15, 42, 70, 85, 111, 135, 139, 165, 172, 183, 187, 193, 199, 202, 208, 219, 229, 248, 262, 270, 299, 303, 311, 319, 333, 335, 338, 350, 366, 398, 417, 427, 462, 466, 470, 479, 489, 502, 504, 511, 527, 531, 541, 555, 565, 575, 588, 608, 614, 620, 627, 634, 655, 661, 663, 667, 671, 675, 678, 690, 709, 716, 722, 728, 732, 739, 751, 757, 768, 778, 784, 787, 793, 811, 822, 827, 840, 848, 853, 856, 861, 868, 871, 885, 893, 899, 903, 909, 915, 926, 928, 934, 945, 957, 961, 985, 992, 994, 996]"
ratio_width,[100.0],"[34.94, 65.06]","[34.94, 27.58, 37.48]","[34.94, 27.58, 16.06, 21.42]","[16.41, 18.52, 27.58, 16.06, 21.42]","[16.41, 18.52, 11.09, 16.49, 16.06, 21.42]","[16.41, 8.39, 10.14, 11.09, 16.49, 16.06, 21.42]","[16.41, 8.39, 10.14, 11.09, 16.49, 16.06, 5.33, 16.1]","[16.41, 8.39, 10.14, 11.09, 5.05, 11.45, 16.06, 5.33, 16.1]","[16.41, 8.39, 10.14, 11.09, 5.05, 11.45, 5.21, 10.85, 5.33, 16.1]","[16.41, 8.39, 10.14, 11.09, 5.05, 11.45, 5.21, 10.85, 5.33, 6.4, 9.7]","[8.43, 7.99, 2.78, 5.6, 5.05, 5.09, 4.73, 6.36, 5.05, 3.02, 8.43, 3.7, 1.51, 6.08, 1.19, 3.58, 5.33, 2.82, 3.58, 4.13, 5.56]","[8.43, 7.99, 2.78, 1.59, 4.01, 5.05, 1.99, 3.1, 4.73, 6.36, 1.79, 2.31, 0.95, 3.02, 3.34, 5.09, 3.7, 1.51, 3.74, 2.34, 1.19, 1.67, 1.91, 2.42, 2.9, 2.82, 3.58, 1.11, 3.02, 4.05, 1.51]","[8.43, 7.99, 1.79, 0.99, 1.59, 1.11, 2.9, 1.35, 3.7, 1.99, 1.39, 1.71, 4.73, 1.95, 4.41, 1.79, 2.31, 0.95, 3.02, 3.34, 3.3, 1.79, 3.7, 0.83, 0.68, 3.74, 2.34, 1.19, 1.67, 1.91, 2.42, 2.9, 0.79, 2.03, 1.71, 1.87, 1.11, 3.02, 4.05, 0.68, 0.83]","[1.43, 7.0, 2.62, 5.37, 1.79, 0.4, 0.6, 1.59, 1.11, 2.9, 1.35, 3.7, 1.99, 1.39, 0.24, 1.47, 1.55, 3.18, 1.95, 4.41, 1.79, 2.31, 0.95, 1.63, 1.39, 3.34, 3.3, 1.79, 3.7, 0.83, 0.68, 3.74, 0.6, 1.75, 1.19, 1.67, 1.03, 0.87, 2.42, 1.07, 1.83, 0.79, 2.03, 1.71, 1.87, 1.11, 1.11, 1.91, 4.05, 0.68, 0.83]","[1.43, 7.0, 2.62, 2.42, 2.94, 1.79, 0.4, 0.6, 1.59, 1.11, 2.9, 1.35, 0.79, 2.9, 0.4, 1.59, 1.39, 0.24, 1.47, 1.55, 3.18, 1.95, 0.95, 3.46, 1.79, 2.31, 0.95, 1.63, 1.39, 3.34, 3.3, 1.79, 2.82, 0.87, 0.83, 0.68, 1.15, 2.58, 0.6, 0.64, 1.11, 1.19, 1.67, 1.03, 0.87, 0.6, 1.83, 1.07, 1.83, 0.79, 0.83, 1.19, 1.71, 1.87, 1.11, 1.11, 1.91, 4.05, 0.68, 0.24, 0.6]","[1.43, 7.0, 2.62, 2.42, 2.94, 1.79, 0.4, 0.6, 1.59, 1.11, 2.9, 1.35, 0.79, 2.9, 0.4, 1.59, 1.39, 0.24, 1.47, 1.55, 3.18, 1.95, 0.95, 3.46, 0.44, 1.35, 2.31, 0.95, 1.63, 1.39, 1.39, 1.95, 3.3, 0.56, 1.23, 2.82, 0.64, 0.24, 0.44, 0.4, 0.4, 0.28, 1.15, 2.58, 0.6, 0.64, 1.11, 1.19, 1.67, 1.03, 0.87, 0.6, 1.83, 1.07, 0.52, 1.31, 0.79, 0.83, 1.19, 0.32, 1.39, 0.83, 1.03, 1.11, 1.11, 1.91, 1.23, 2.82, 0.68, 0.24, 0.6]","[1.43, 2.7, 4.29, 2.62, 2.42, 2.94, 0.68, 1.11, 0.4, 0.6, 0.64, 0.95, 1.11, 2.9, 1.35, 0.79, 2.9, 0.4, 0.83, 0.76, 1.39, 0.24, 1.47, 1.55, 3.18, 1.95, 0.95, 3.46, 0.44, 0.44, 0.91, 2.31, 0.24, 0.72, 1.63, 0.4, 0.99, 1.39, 1.95, 1.31, 1.99, 0.56, 1.23, 2.82, 0.64, 0.24, 0.44, 0.4, 0.4, 0.28, 1.15, 2.58, 0.6, 0.64, 0.4, 0.72, 1.19, 0.6, 1.07, 1.03, 0.87, 0.6, 1.83, 1.07, 0.52, 1.31, 0.79, 0.83, 1.19, 0.32, 1.39, 0.83, 1.03, 1.11, 1.11, 1.91, 1.23, 2.82, 0.68, 0.24, 0.6]","[1.43, 2.7, 4.29, 2.62, 2.42, 0.36, 2.58, 0.68, 1.11, 0.4, 0.6, 0.64, 0.95, 1.11, 1.03, 1.87, 1.35, 0.79, 2.9, 0.4, 0.83, 0.76, 1.39, 0.24, 0.28, 1.19, 1.55, 3.18, 1.95, 0.95, 3.46, 0.44, 0.44, 0.91, 1.03, 1.27, 0.24, 0.72, 1.63, 0.4, 0.99, 1.39, 0.95, 0.99, 1.31, 1.99, 0.56, 0.56, 0.68, 0.68, 2.15, 0.64, 0.24, 0.44, 0.4, 0.4, 0.28, 1.15, 2.58, 0.6, 0.64, 0.4, 0.72, 1.19, 0.6, 1.07, 1.03, 0.87, 0.6, 1.83, 1.07, 0.52, 1.31, 0.79, 0.83, 0.52, 0.68, 0.32, 1.39, 0.83, 1.03, 1.11, 1.11, 0.2, 1.71, 1.23, 0.4, 2.42, 0.68, 0.24, 0.6]","[0.68, 0.76, 2.7, 2.82, 1.47, 2.62, 2.42, 0.36, 2.58, 0.68, 1.11, 0.4, 0.6, 0.64, 0.32, 0.64, 1.11, 1.03, 1.87, 1.35, 0.79, 2.9, 0.4, 0.83, 0.76, 1.39, 0.24, 0.28, 1.19, 1.55, 3.18, 1.95, 0.95, 3.46, 0.44, 0.44, 0.91, 1.03, 1.27, 0.24, 0.72, 1.63, 0.4, 0.99, 1.39, 0.95, 0.99, 1.31, 1.99, 0.56, 0.56, 0.68, 0.68, 2.15, 0.64, 0.24, 0.44, 0.4, 0.4, 0.28, 1.15, 1.91, 0.68, 0.6, 0.64, 0.4, 0.72, 1.19, 0.6, 1.07, 1.03, 0.56, 0.32, 0.6, 1.83, 1.07, 0.52, 1.31, 0.79, 0.52, 0.32, 0.52, 0.68, 0.32, 1.39, 0.83, 0.64, 0.4, 0.56, 0.56, 1.11, 0.2, 0.64, 1.07, 1.23, 0.4, 2.42, 0.68, 0.24, 0.24, 0.36]"
