,VIAN_color_category,srgb,cielab,hsv,LCH,HEX
0,ultramarine,"[59.0, 70.0, 132.0]","[32.0, 15.0, -36.0]","[231.0, 1.0, 1.0]","[32.0, 39.0, 5.0]",#3b4684
